Text,Reason,Label
the zoom is limited with time and it is very disruptive,zoom has a time limit,1
i have a google pixel 6 and for some reason it does not seem to work.,want block function,0
it is good but you need to improve it and add some more options like photo sharing,want to improve photo sharing,1
somehow it works better on cell phone than on my laptop,screen splitting does not work correctly,0
"now, camera is instantly turned off when you put zoom on background.",want to hear video,0
i have missed two meetings and it has onemore problem that there is no option to increase the volume of the audio.,facing issues with zoom cloud meetings,0
cannot share ppt on my phone.,unable to stream on chromecast,0
"this app is amazing for meeting, screen sharing and many other more things in this app.",good app for conducting online meetings and screen sharing,1
android app does not allow direct screen sharing of video from phone.,app has connection and buffering issues,0
"when i write the correct access code, it writes what is wrong and try again.",receiving incorrect access code message,1
I am not able to download the app on my android.,want to download the on android,1
